"","Feature","pval","pval.adj","log2FC","ordering","Method","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"56","ASV_0143",0.000506367523282317,0.00424569692598251,-0.91420296482489,"A_CTRL>B_CTRL","Log t-test (ltt)","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus",NA
"60","ASV_0152",1.73708643639889e-06,0.000189342421567479,3.74937860774712,"B_CTRL>A_CTRL","Log t-test (ltt)","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Family_Prevotellaceae",NA
"61","ASV_0156",0.000102121423478064,0.00158138015430996,-1.17758641482206,"A_CTRL>B_CTRL","Log t-test (ltt)","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Anaerotruncus",NA
"62","ASV_0161",0.000585264439077577,0.00455670170424685,2.41924667684543,"B_CTRL>A_CTRL","Log t-test (ltt)","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Frisingicoccus",NA
"70","ASV_0180",0.0147875094973996,0.0488435919762592,-0.915616940781223,"A_CTRL>B_CTRL","Log t-test (ltt)","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Anaerotignum",NA
"72","ASV_0187",4.52872460463693e-05,0.000822718303175709,-1.20122357024173,"A_CTRL>B_CTRL","Log t-test (ltt)","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Mucinivorans",NA
"73","ASV_0188",0.00117472981090491,0.00673923944150714,-1.07523608464729,"A_CTRL>B_CTRL","Log t-test (ltt)","Bacteria","Synergistetes","Synergistia","Synergistales","Synergistaceae","Family_Synergistaceae",NA
"77","ASV_0211",0.00106795958319012,0.00646708858709575,-2.83470060094347,"A_CTRL>B_CTRL","Log t-test (ltt)","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelatoclostridiaceae","Erysipelatoclostridium",NA
"78","ASV_0218",0.00598677846230359,0.023541838637252,-0.734951801540665,"A_CTRL>B_CTRL","Log t-test (ltt)","Bacteria","Firmicutes","Bacilli","Class_Bacilli","Class_Bacilli","Class_Bacilli",NA
"80","ASV_0225",0.000380074289614815,0.00376619068800135,-1.5746678311067,"A_CTRL>B_CTRL","Log t-test (ltt)","Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Family_Aerococcaceae",NA
"94","ASV_0345",0.000322060578623172,0.00351046030699258,2.71040791077831,"B_CTRL>A_CTRL","Log t-test (ltt)","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Order_Bacteroidales","Order_Bacteroidales",NA
"95","ASV_0364",0.000231025783478716,0.00279797893324223,-1.38655299686155,"A_CTRL>B_CTRL","Log t-test (ltt)","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ethanoligenens",NA
"102","ASV_0416",0.000676835199004182,0.00491833577943039,-1.69428887561674,"A_CTRL>B_CTRL","Log t-test (ltt)","Bacteria","Firmicutes","Bacilli","Lactobacillales","Order_Lactobacillales","Order_Lactobacillales",NA
"103","ASV_0465",0.0116929265421959,0.0411138384870758,-1.02189638426741,"A_CTRL>B_CTRL","Log t-test (ltt)","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Harryflintia",NA
