"","Feature","pval","pval.adj","log2FC","ordering","Method","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"24","ASV_0032",0.014185819900933,0.0336142254174281,-1.33261275017421,"A>B","t-test - ALR (tta)","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Family_Ruminococcaceae",NA
"29","ASV_0046",2.95382685485406e-12,1.07322375726364e-10,-3.74858928756219,"A>B","t-test - ALR (tta)","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Bilophila",NA
"34","ASV_0058",0.00558929519810668,0.0152308294148407,1.88523853205509,"B>A","t-test - ALR (tta)","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Anaerostipes",NA
"36","ASV_0067",0.00476755501674211,0.013406575325494,2.16680536977147,"B>A","t-test - ALR (tta)","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Agathobacter",NA
"38","ASV_0074",0.0111729888475792,0.0277219687583565,-1.21291781083295,"A>B","t-test - ALR (tta)","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae_1","Peptococcus",NA
"39","ASV_0078",1.8252698461863e-05,0.000153041856334082,-2.08407810783303,"A>B","t-test - ALR (tta)","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_Incertae_Sedis_XIII","Ihubacter",NA
"41","ASV_0086",0.0111905194987861,0.0277219687583565,1.64646469951901,"B>A","t-test - ALR (tta)","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Monoglobus",NA
"42","ASV_0087",1.06111396305846e-05,9.63845183111431e-05,-2.27081814599549,"A>B","t-test - ALR (tta)","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Longicatena",NA
"43","ASV_0090",0.000150093775318098,0.000908901194981815,-1.37322248485823,"A>B","t-test - ALR (tta)","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Family_Desulfovibrionaceae",NA
"45","ASV_0100",2.45536738770188e-08,4.46058408765841e-07,-2.33172158323411,"A>B","t-test - ALR (tta)","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",NA
"47","ASV_0110",1.32116719119064e-06,1.80009029799725e-05,-2.05837317620859,"A>B","t-test - ALR (tta)","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",NA
"48","ASV_0113",0.00068785928251274,0.00313450975704031,2.25359874004744,"B>A","t-test - ALR (tta)","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Agathobaculum",NA
"50","ASV_0123",4.15789809762588e-11,1.13302723160305e-09,-3.04154064052746,"A>B","t-test - ALR (tta)","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Clostridium_XVIII",NA
"51","ASV_0125",3.96859662781481e-06,4.32577032431814e-05,-2.73783637353417,"A>B","t-test - ALR (tta)","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Coprobacillus",NA
"52","ASV_0128",0.00224585940870941,0.0078967314693331,-1.82962495743202,"A>B","t-test - ALR (tta)","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Pseudoflavonifractor",NA
"58","ASV_0143",5.37216928329611e-06,5.32333138072069e-05,-2.11607666643095,"A>B","t-test - ALR (tta)","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus",NA
"59","ASV_0148",0.00479684805224097,0.013406575325494,-1.36986999183005,"A>B","t-test - ALR (tta)","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruthenibacterium",NA
"61","ASV_0152",1.88958284592404e-16,1.0298226510286e-14,4.60109165921534,"B>A","t-test - ALR (tta)","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Family_Prevotellaceae",NA
"62","ASV_0156",0.00171276037049377,0.00622302934612738,-1.44908922292177,"A>B","t-test - ALR (tta)","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Anaerotruncus",NA
"65","ASV_0167",0.000101084698624076,0.000648131302942603,-2.41168963672029,"A>B","t-test - ALR (tta)","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia",NA
"66","ASV_0170",0.00861766050563316,0.022364880836048,0.968965098380054,"B>A","t-test - ALR (tta)","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Family_Bacillaceae_2",NA
"68","ASV_0175",0.00688012091943511,0.0182910531760592,-1.32421105502224,"A>B","t-test - ALR (tta)","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Holdemania",NA
"70","ASV_0180",0.00158481382087316,0.0061694538026848,-1.76305458702848,"A>B","t-test - ALR (tta)","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Anaerotignum",NA
"72","ASV_0187",0.000427018098368775,0.00211568057828166,-1.94767339360768,"A>B","t-test - ALR (tta)","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Mucinivorans",NA
"73","ASV_0188",0.000163565257599741,0.000938348056756409,-1.92092260260352,"A>B","t-test - ALR (tta)","Bacteria","Synergistetes","Synergistia","Synergistales","Synergistaceae","Family_Synergistaceae",NA
"74","ASV_0191",0.00344630595091773,0.0107327813900009,-1.52061671779634,"A>B","t-test - ALR (tta)","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Family_Erysipelotrichaceae",NA
"76","ASV_0203",0.00252550047306208,0.00840794197222443,-1.71948958163717,"A>B","t-test - ALR (tta)","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae_1","Family_Peptococcaceae_1",NA
"78","ASV_0218",3.70774192994204e-06,4.32577032431814e-05,-2.30860860290115,"A>B","t-test - ALR (tta)","Bacteria","Firmicutes","Bacilli","Class_Bacilli","Class_Bacilli","Class_Bacilli",NA
"85","ASV_0248",0.0171575401176619,0.0389619140171906,-1.3550046125132,"A>B","t-test - ALR (tta)","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Massiliimalia",NA
"87","ASV_0266",0.00149309727070852,0.00602768898174922,-1.50483634652547,"A>B","t-test - ALR (tta)","Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Pseudoramibacter",NA
"91","ASV_0325",0.0014107639105921,0.00591435639440535,1.42979409916908,"B>A","t-test - ALR (tta)","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella",NA
"92","ASV_0329",0.0037233365061811,0.0112734355326039,-1.29900031189205,"A>B","t-test - ALR (tta)","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Family_Christensenellaceae",NA
"96","ASV_0345",1.98458282816679e-07,3.09027897528829e-06,2.52870684265787,"B>A","t-test - ALR (tta)","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Order_Bacteroidales","Order_Bacteroidales",NA
"97","ASV_0364",0.00284550543167975,0.00912235564862039,-1.25853892483163,"A>B","t-test - ALR (tta)","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ethanoligenens",NA
"103","ASV_0401",0.0121306924987897,0.0293832329415129,-0.951668867156585,"A>B","t-test - ALR (tta)","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenella",NA
